;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Пр провод в реж телефонии для соед пар ведомств кабелей  внутри кросса АТС;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;259,6;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Пр провод в реж телефонии с использ межст линий с частичн обсл распр сети аб-том ;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;1298;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Внутризоновая телефония ТфОП <100км;;;;;;;;;;;;;;;;;;;;;;;279;;;;мин.;;;;;989,55;;;;;;;
сентябрь;;;;;;Внутризоновая телефония ТфОП <1200км;;;;;;;;;;;;;;;;;;;;;;;4;;;;мин.;;;;;28,8;;;;;;;
сентябрь;;;;;;Внутризоновая телефония ТфОП <600км;;;;;;;;;;;;;;;;;;;;;;;4946;;;;мин.;;;;;34509,19;;;;;;;
сентябрь;;;;;;Внутризоновая телефония СПС;;;;;;;;;;;;;;;;;;;;;;;17234;;;;мин.;;;;;120793,1;;;;;;;
сентябрь;;;;;;ДВО Связь по паролю ГТС;;;;;;;;;;;;;;;;;;;;;;;4;;;;шт.;;;;;165,2;;;;;;;
сентябрь;;;;;;Детализация счета для доставки по e-mail ГТС;;;;;;;;;;;;;;;;;;;;;;;10;;;;шт.;;;;;177;;;;;;;
сентябрь;;;;;;Доставка детализации на e-mail за расчетн период ГТС;;;;;;;;;;;;;;;;;;;;;;;4;;;;шт.;;;;;73,16;;;;;;;
сентябрь;;;;;;Предост. в польз. точки подкл. к сети ТХ;;;;;;;;;;;;;;;;;;;;;;;2;;;;шт.;;;;;920,4;;;;;;;
сентябрь;;;;;;Предоставление МГ телефонных соединений автоматическим способом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137735,76;;;;;;;
сентябрь;;;;;;Предоставление МН телефонных соединений автоматическим способом;;;;;;;;;;;;;;;;;;;;;;;22;;;;мин.;;;;;607,7;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Предоставление в пользование внутризоновых ТЧ каналов связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20832,19;;;;;;;
;;;;;;  Итого начислено по счету;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348217,1;;;;;;;
;;;;;;  В том числе НДС ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53117,86;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;  Задолженность на 01.09.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313090,03;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Руководитель предприятия;;;;;;;;;;;;;;;;;;;;;;;;Главный бухгалтер;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Уважаемые клиенты! Для своевременного и корректного зачисления денежных средств просим указывать в назначении платежа номер Вашего лицевого счета. Банковские реквизиты для оплаты указаны в разделе получатель платежа.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период;;;;;;Наименование услуги ;;;;;;;;;;;;;;;;;;;;;;;Количество;;;;;;;;;Сумма;;;;;;;
;;;;;;  Поступила оплата по 30.09.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544422,14;;;;;;;
;;;;;;  Задолженность на 30.09.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116884,99;;;;;;;
;;;;;;  Итого к оплате по счету;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116884,99;;;;;;;
;;;;;;  В том числе НДС;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17829,91;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Руководитель предприятия;;;;;;;;;;;;;;;;;;;;;;;;Главный бухгалтер;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Уважаемые клиенты! Для своевременного и корректного зачисления денежных средств просим указывать в назначении платежа номер Вашего лицевого счета. Банковские реквизиты для оплаты указаны в разделе получатель платежа.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;"Приложение к счету № 9-978 за услуги ПАО ""Ростелеком"" за сентябрь 2018 
по л/счету 586001404499";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Стр. 1 из 193;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период;;;;;;Наименование услуги;;;;;;;;;;;;;;;;;;;;;;;;;Количество;;;;;;;;;;;Сумма;;;
;;;;;;"
  Екатеринбургский филиал ПАО Ростелеком
      Краснотурьинский ЦКТО
  Клиенты, обслуживаемые в Краснотурьинский ЦКТО";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Услуги местной телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Предоставление в пользование абон. линии;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;шт.;;;;;;;2076,8;;;
сентябрь;;;;;;Пр провод в реж передачи дан без использ межст линий, обсл ф-лом, ГТС;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;;;1947;;;
сентябрь;;;;;;Пр провод в реж телефонии для соед пар ведомств кабелей  внутри кросса АТС;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;;;259,6;;;
сентябрь;;;;;;Пр провод в реж телефонии с использ межст линий с частичн обсл распр сети аб-том ;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;;;1298;;;
сентябрь;;;;;;Пр провод в реж телефонии без использ межст линий с частичн обслуж распр сети абон-том ;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;;;1298;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Пр провод в реж телефонии без использ межст линий, обсл ф-лом, ГТС;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;шт.;;;;;;;3068;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34384) 64068;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;мин.;;;;;;;2,12;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34384) 68278;;;;;;;;;;;;;;;;;;;;;;;;;328;;;;мин.;;;;;;;229,62;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34384) 68316;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;мин.;;;;;;;63,71;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34384) 69327;;;;;;;;;;;;;;;;;;;;;;;;;236;;;;мин.;;;;;;;166,87;;;
;;;;;;  Итого Услуги местной телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10409,72;;;
;;;;;;Услуги внутризоновой телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Дата;;;;Код;;;Минут;;;Сумма (руб.);;;;;Дата;;;Код;;;;Минут;;;Сумма (руб.);;;Дата;;;;Код;;Минут;;;;;;;Сумма (руб.);;;;
т.(34384) 69327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.09;;;;90004;;;2;;;8-38;;;;;13.09;;;92216;;;;1;;;4-19;;;;;;;;;;;;;;;;;;;;
13.09;;;;90004;;;1;;;4-19;;;;;13.09;;;92216;;;;1;;;4-19;;;;;;;;;;;;;;;;;;;;
Итого т.(34384) 69327;;;;;;;;;;20,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;  Итого Услуги внутризоновой телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,95;;;
;;;;;;Информационно-справочные услуги;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Доставка детализации на e-mail за расчетн период ГТС;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;;;7,08;;;
сентябрь;;;;;;Детализация счета для доставки по e-mail ГТС;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;;;17,7;;;
;;;;;;  Итого Информационно-справочные услуги;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,78;;;
;;;;;;"
    Итого клиенты, обслуживаемые в Краснотурьинский ЦКТО
        Карпинский ЦКТО";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10455,45;;;
;;;;;;Услуги местной телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Предоставление в пользование абон. линии;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;шт.;;;;;;;1817,2;;;
сентябрь;;;;;;Пр провод в реж телефонии без использ межст линий, обсл ф-лом, ГТС;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;шт.;;;;;;;1534;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34383) 33824;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;мин.;;;;;;;3,54;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34383) 33927;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;мин.;;;;;;;7,07;;;
;;;;;;  Итого Услуги местной телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3361,81;;;
;;;;;;Услуги междугородной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Дата;;;;Код;;;Минут;;;Сумма (руб.);;;;;Дата;;;Код;;;;Минут;;;Сумма (руб.);;;Дата;;;;Код;;Минут;;;;;;;Сумма (руб.);;;;
т.(34383) 33824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09;;;;346;;;3;;;15-97;;;;;10.09;;;346;;;;3;;;15-97;;;;;;;;;;;;;;;;;;;;
07.09;;;;346;;;4;;;21-29;;;;;18.09;;;346;;;;11;;;58-54;;;;;;;;;;;;;;;;;;;;
Итого т.(34383) 33824;;;;;;;;;;111,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;  Итого Услуги междугородной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111,77;;;
;;;;;;"        Итого по Карпинский ЦКТО
      Итого по Краснотурьинский ЦКТО";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3473.58
13929.03";;;
;;;;;;"
      Североуральский ЦКТО
        Ивдельский ЛТУ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Услуги местной телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сентябрь;;;;;;Предоставление в пользование абон. линии;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;шт.;;;;;;;3894;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34383) 31898;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;мин.;;;;;;;1,4;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34383) 34503;;;;;;;;;;;;;;;;;;;;;;;;;4,5;;;;мин.;;;;;;;3,18;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34383) 34512;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;мин.;;;;;;;9,2;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34383) 34513;;;;;;;;;;;;;;;;;;;;;;;;;138,5;;;;мин.;;;;;;;98,06;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34383) 35213;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;мин.;;;;;;;3,54;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34384) 65451;;;;;;;;;;;;;;;;;;;;;;;;;29,5;;;;мин.;;;;;;;20,88;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34384) 65452;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;мин.;;;;;;;5,64;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34384) 65457;;;;;;;;;;;;;;;;;;;;;;;;;7,5;;;;мин.;;;;;;;5,3;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34386) 21469;;;;;;;;;;;;;;;;;;;;;;;;;272;;;;мин.;;;;;;;192,29;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;"Приложение к счету № 9-978 за услуги ПАО ""Ростелеком"" за сентябрь 2018 
по л/счету 586001404499";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Стр. 2 из 193;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период;;;;;;Наименование услуги;;;;;;;;;;;;;;;;;;;;;;;;;Количество;;;;;;;;;;;Сумма;;;
сентябрь;;;;;;Предоставление местных тел. соединений ТП Повременный т.(34386) 21558;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;мин.;;;;;;;23,29;;;
;;;;;;  Итого Услуги местной телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4256,78;;;
;;;;;;Услуги внутризоновой телефонной связи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Дата;;;;Код;;;Минут;;;Сумма (руб.);;;;;Дата;;;Код;;;;Минут;;;Сумма (руб.);;;Дата;;;;Код;;Минут;;;;;;;Сумма (руб.);;;;
т.(34383) 34502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.09;;;;34388;;;2;;;6-02;;;;;28.09;;;34388;;;;4;;;12-04;;;;;;;;;;;;;;;;;;;;
Итого т.(34383) 34502;;;;;;;;;;18,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34383) 34503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.09;;;;34388;;;1;;;3-01;;;;;28.09;;;34388;;;;1;;;3-01;;;;;;;;;;;;;;;;;;;;
Итого т.(34383) 34503;;;;;;;;;;6,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34383) 35213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;90891;;;5;;;20-95;;;;;17.09;;;34384;;;;4;;;12-04;;;24.09;;;;34385;;5;;;;;;;15-05;;;;
03.09;;;;3432;;;5;;;20-95;;;;;17.09;;;34384;;;;3;;;9-03;;;27.09;;;;3432;;2;;;;;;;8-38;;;;
03.09;;;;3433;;;1;;;4-19;;;;;19.09;;;3432;;;;3;;;12-57;;;28.09;;;;34384;;1;;;;;;;3-01;;;;
03.09;;;;3432;;;3;;;12-57;;;;;21.09;;;3433;;;;4;;;16-76;;;28.09;;;;34384;;3;;;;;;;9-03;;;;
13.09;;;;90454;;;1;;;4-19;;;;;21.09;;;3433;;;;1;;;4-19;;;28.09;;;;3432;;5;;;;;;;20-95;;;;
17.09;;;;34384;;;1;;;3-01;;;;;21.09;;;3433;;;;3;;;12-57;;;;;;;;;;;;;;;;;;;;
Итого т.(34383) 35213;;;;;;;;;;189,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34384) 65457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09;;;;90863;;;3;;;12-57;;;;;10.09;;;90863;;;;4;;;16-76;;;17.09;;;;90863;;3;;;;;;;12-57;;;;
10.09;;;;90863;;;2;;;8-38;;;;;17.09;;;90863;;;;1;;;4-19;;;28.09;;;;90863;;2;;;;;;;8-38;;;;
Итого т.(34384) 65457;;;;;;;;;;62,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34386) 22277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;92211;;;5;;;20-95;;;;;13.09;;;95338;;;;1;;;4-19;;;24.09;;;;902441;;1;;;;;;;4-19;;;;
05.09;;;;95019;;;1;;;4-19;;;;;14.09;;;95065;;;;2;;;8-38;;;25.09;;;;95064;;1;;;;;;;4-19;;;;
05.09;;;;95360;;;2;;;8-38;;;;;14.09;;;34384;;;;5;;;20-95;;;25.09;;;;95064;;1;;;;;;;4-19;;;;
05.09;;;;91264;;;3;;;12-57;;;;;16.09;;;90417;;;;3;;;12-57;;;26.09;;;;34384;;4;;;;;;;16-76;;;;
06.09;;;;90890;;;2;;;8-38;;;;;19.09;;;34341;;;;4;;;16-76;;;27.09;;;;34384;;1;;;;;;;4-19;;;;
06.09;;;;99956;;;6;;;25-13;;;;;20.09;;;95065;;;;2;;;8-38;;;27.09;;;;34384;;7;;;;;;;29-32;;;;
06.09;;;;90454;;;3;;;12-57;;;;;20.09;;;902873;;;;2;;;8-38;;;28.09;;;;90891;;1;;;;;;;4-19;;;;
07.09;;;;34383;;;1;;;4-19;;;;;21.09;;;3432;;;;6;;;25-13;;;28.09;;;;902442;;1;;;;;;;4-19;;;;
07.09;;;;34383;;;5;;;20-95;;;;;21.09;;;900211;;;;3;;;12-57;;;29.09;;;;90863;;2;;;;;;;8-38;;;;
10.09;;;;93261;;;2;;;8-38;;;;;21.09;;;90890;;;;1;;;4-19;;;;;;;;;;;;;;;;;;;;
11.09;;;;90287;;;6;;;25-13;;;;;23.09;;;95304;;;;2;;;8-38;;;;;;;;;;;;;;;;;;;;
Итого т.(34386) 22277;;;;;;;;;;360,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34386) 22299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09;;;;90498;;;2;;;8-38;;;;;17.09;;;95360;;;;3;;;12-57;;;21.09;;;;902441;;1;;;;;;;4-19;;;;
05.09;;;;902871;;;3;;;12-57;;;;;18.09;;;90892;;;;1;;;4-19;;;21.09;;;;90454;;1;;;;;;;4-19;;;;
07.09;;;;34384;;;1;;;4-19;;;;;19.09;;;95360;;;;3;;;12-57;;;24.09;;;;90891;;2;;;;;;;8-38;;;;
07.09;;;;34384;;;7;;;29-32;;;;;19.09;;;90891;;;;4;;;16-76;;;25.09;;;;95054;;5;;;;;;;20-95;;;;
11.09;;;;95360;;;2;;;8-38;;;;;20.09;;;90454;;;;2;;;8-38;;;26.09;;;;34384;;3;;;;;;;12-57;;;;
13.09;;;;92213;;;3;;;12-57;;;;;20.09;;;95019;;;;1;;;4-19;;;27.09;;;;952736;;1;;;;;;;4-19;;;;
14.09;;;;95064;;;1;;;4-19;;;;;20.09;;;902873;;;;1;;;4-19;;;27.09;;;;902442;;2;;;;;;;8-38;;;;
16.09;;;;95304;;;1;;;4-19;;;;;20.09;;;953050;;;;1;;;4-19;;;28.09;;;;90891;;3;;;;;;;12-57;;;;
Итого т.(34386) 22299;;;;;;;;;;226,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34386) 42219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09;;;;90438;;;2;;;8-38;;;;;14.09;;;92216;;;;2;;;8-38;;;28.09;;;;3432;;3;;;;;;;12-57;;;;
07.09;;;;92216;;;2;;;8-38;;;;;25.09;;;3432;;;;2;;;8-38;;;;;;;;;;;;;;;;;;;;
Итого т.(34386) 42219;;;;;;;;;;46,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34386) 42220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;95304;;;1;;;4-19;;;;;26.09;;;90454;;;;2;;;8-38;;;28.09;;;;95065;;1;;;;;;;4-19;;;;
17.09;;;;90454;;;1;;;4-19;;;;;28.09;;;95065;;;;1;;;4-19;;;;;;;;;;;;;;;;;;;;
Итого т.(34386) 42220;;;;;;;;;;25,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34386) 45880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;90287;;;1;;;4-19;;;;;05.09;;;90287;;;;2;;;8-38;;;11.09;;;;902874;;1;;;;;;;4-19;;;;
04.09;;;;90438;;;2;;;8-38;;;;;05.09;;;902874;;;;2;;;8-38;;;11.09;;;;902874;;1;;;;;;;4-19;;;;
04.09;;;;90438;;;1;;;4-19;;;;;05.09;;;902874;;;;1;;;4-19;;;11.09;;;;90892;;1;;;;;;;4-19;;;;
