;;;;;"Приложение к счету № 9-978 за услуги ПАО ""Ростелеком"" за сентябрь 2018 
по л/счету 586001404499";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Стр. 48 из 193;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период;;;;;;Наименование услуги;;;;;;;;;;;;;;;;;;;;;;;;;Количество;;;;;;;;;;;Сумма;;;
Дата;;;;Код;;;Минут;;;Сумма (руб.);;;;;Дата;;;Код;;;;Минут;;;Сумма (руб.);;;Дата;;;;Код;;Минут;;;;;;;Сумма (руб.);;;;
03.09;;;;902825;;;1;;;7-20;;;;;04.09;;;952715;;;;4;;;28-79;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22353;;;;;;;;;;395,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.09;;;;92241;;;2;;;14-40;;;;;21.09;;;932402;;;;1;;;7-20;;;22.09;;;;932425;;5;;;;;;;35-99;;;;
17.09;;;;932425;;;1;;;7-20;;;;;21.09;;;91241;;;;2;;;14-40;;;24.09;;;;91241;;1;;;;;;;7-20;;;;
18.09;;;;932257;;;2;;;14-40;;;;;22.09;;;93243;;;;1;;;7-20;;;24.09;;;;91241;;5;;;;;;;35-99;;;;
20.09;;;;91241;;;7;;;50-39;;;;;22.09;;;932425;;;;8;;;57-58;;;26.09;;;;92241;;3;;;;;;;21-59;;;;
Итого т.(34675) 22360;;;;;;;;;;273,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;92279;;;1;;;7-20;;;;;12.09;;;92240;;;;1;;;7-20;;;21.09;;;;92277;;1;;;;;;;7-20;;;;
03.09;;;;902825;;;1;;;7-20;;;;;12.09;;;902825;;;;1;;;7-20;;;21.09;;;;902825;;1;;;;;;;7-20;;;;
04.09;;;;92924;;;1;;;7-20;;;;;12.09;;;92240;;;;1;;;7-20;;;21.09;;;;92277;;1;;;;;;;7-20;;;;
05.09;;;;92244;;;2;;;14-40;;;;;17.09;;;92243;;;;1;;;7-20;;;25.09;;;;92924;;1;;;;;;;7-20;;;;
06.09;;;;902825;;;1;;;7-20;;;;;19.09;;;92265;;;;1;;;7-20;;;26.09;;;;92279;;1;;;;;;;7-20;;;;
06.09;;;;902825;;;1;;;7-20;;;;;19.09;;;92277;;;;1;;;7-20;;;26.09;;;;92265;;3;;;;;;;21-59;;;;
11.09;;;;92265;;;1;;;7-20;;;;;19.09;;;92240;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
11.09;;;;92277;;;1;;;7-20;;;;;20.09;;;92244;;;;2;;;14-40;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22361;;;;;;;;;;187,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.09;;;;3467;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22365;;;;;;;;;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.09;;;;932402;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22371;;;;;;;;;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09;;;;3462;;;1;;;7-20;;;;;10.09;;;3462;;;;1;;;7-20;;;14.09;;;;3462;;2;;;;;;;14-40;;;;
05.09;;;;3462;;;1;;;7-20;;;;;10.09;;;3462;;;;1;;;7-20;;;17.09;;;;3462;;1;;;;;;;7-20;;;;
05.09;;;;3462;;;5;;;35-99;;;;;10.09;;;3462;;;;1;;;7-20;;;17.09;;;;3462;;2;;;;;;;14-40;;;;
05.09;;;;3462;;;1;;;7-20;;;;;10.09;;;3462;;;;1;;;7-20;;;17.09;;;;3462;;7;;;;;;;50-39;;;;
05.09;;;;3462;;;1;;;7-20;;;;;10.09;;;3462;;;;1;;;7-20;;;17.09;;;;3462;;1;;;;;;;7-20;;;;
06.09;;;;34670;;;1;;;7-20;;;;;10.09;;;3462;;;;1;;;7-20;;;17.09;;;;3462;;1;;;;;;;7-20;;;;
07.09;;;;3462;;;1;;;7-20;;;;;10.09;;;3462;;;;1;;;7-20;;;17.09;;;;3462;;1;;;;;;;7-20;;;;
07.09;;;;3462;;;1;;;7-20;;;;;10.09;;;3462;;;;1;;;7-20;;;17.09;;;;3462;;1;;;;;;;7-20;;;;
10.09;;;;3462;;;1;;;7-20;;;;;12.09;;;3462;;;;2;;;14-40;;;17.09;;;;3462;;2;;;;;;;14-40;;;;
10.09;;;;3462;;;1;;;7-20;;;;;12.09;;;34670;;;;2;;;14-40;;;18.09;;;;3462;;1;;;;;;;7-20;;;;
10.09;;;;3462;;;1;;;7-20;;;;;14.09;;;3462;;;;3;;;21-59;;;18.09;;;;3462;;1;;;;;;;7-20;;;;
10.09;;;;3462;;;1;;;7-20;;;;;14.09;;;3462;;;;1;;;7-20;;;18.09;;;;3462;;1;;;;;;;7-20;;;;
10.09;;;;3462;;;1;;;7-20;;;;;14.09;;;3462;;;;1;;;7-20;;;19.09;;;;3462;;1;;;;;;;7-20;;;;
Итого т.(34675) 22372;;;;;;;;;;403,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;908883;;;2;;;14-40;;;;;05.09;;;908883;;;;5;;;35-99;;;10.09;;;;908883;;8;;;;;;;57-58;;;;
04.09;;;;34672;;;5;;;35-99;;;;;06.09;;;34672;;;;2;;;14-40;;;11.09;;;;3467;;7;;;;;;;50-39;;;;
04.09;;;;34678;;;2;;;14-40;;;;;06.09;;;34672;;;;1;;;7-20;;;11.09;;;;92240;;1;;;;;;;7-20;;;;
04.09;;;;34678;;;3;;;21-59;;;;;06.09;;;92243;;;;2;;;14-40;;;11.09;;;;908883;;5;;;;;;;35-99;;;;
04.09;;;;34672;;;12;;;86-38;;;;;07.09;;;3462;;;;1;;;7-20;;;19.09;;;;908883;;1;;;;;;;7-20;;;;
05.09;;;;34674;;;1;;;7-20;;;;;07.09;;;3467;;;;4;;;28-79;;;21.09;;;;908883;;2;;;;;;;14-40;;;;
05.09;;;;908883;;;3;;;21-59;;;;;10.09;;;908883;;;;4;;;28-79;;;;;;;;;;;;;;;;;;;;
05.09;;;;3467;;;1;;;7-20;;;;;10.09;;;3467;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22374;;;;;;;;;;525,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.09;;;;92278;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22388;;;;;;;;;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.09;;;;908889;;;2;;;14-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22406;;;;;;;;;;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;902819;;;1;;;7-20;;;;;20.09;;;3462;;;;8;;;57-58;;;;;;;;;;;;;;;;;;;;
04.09;;;;902819;;;2;;;14-40;;;;;25.09;;;93243;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22410;;;;;;;;;;86,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;"Приложение к счету № 9-978 за услуги ПАО ""Ростелеком"" за сентябрь 2018 
по л/счету 586001404499";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Стр. 49 из 193;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период;;;;;;Наименование услуги;;;;;;;;;;;;;;;;;;;;;;;;;Количество;;;;;;;;;;;Сумма;;;
Дата;;;;Код;;;Минут;;;Сумма (руб.);;;;;Дата;;;Код;;;;Минут;;;Сумма (руб.);;;Дата;;;;Код;;Минут;;;;;;;Сумма (руб.);;;;
10.09;;;;929295;;;6;;;43-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22414;;;;;;;;;;43,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.09;;;;950500;;;1;;;7-20;;;;;27.09;;;950500;;;;3;;;21-59;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22420;;;;;;;;;;28,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.09;;;;92241;;;1;;;7-20;;;;;23.09;;;92277;;;;1;;;7-20;;;23.09;;;;92277;;1;;;;;;;7-20;;;;
Итого т.(34675) 22424;;;;;;;;;;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09;;;;932419;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22431;;;;;;;;;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09;;;;92924;;;1;;;7-20;;;;;19.09;;;3467;;;;1;;;7-20;;;25.09;;;;3467;;1;;;;;;;7-20;;;;
14.09;;;;92277;;;1;;;7-20;;;;;25.09;;;3467;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22433;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;92265;;;3;;;21-59;;;;;11.09;;;92265;;;;1;;;7-20;;;13.09;;;;92265;;1;;;;;;;7-20;;;;
Итого т.(34675) 22437;;;;;;;;;;35,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09;;;;34674;;;2;;;14-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22441;;;;;;;;;;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.09;;;;932440;;;2;;;14-40;;;;;25.09;;;92225;;;;2;;;14-40;;;25.09;;;;92240;;1;;;;;;;7-20;;;;
24.09;;;;950538;;;1;;;7-20;;;;;25.09;;;92278;;;;3;;;21-59;;;25.09;;;;932257;;1;;;;;;;7-20;;;;
24.09;;;;92243;;;1;;;7-20;;;;;25.09;;;92278;;;;1;;;7-20;;;25.09;;;;92244;;1;;;;;;;7-20;;;;
24.09;;;;92243;;;1;;;7-20;;;;;25.09;;;92278;;;;2;;;14-40;;;26.09;;;;90249;;6;;;;;;;43-19;;;;
24.09;;;;92924;;;3;;;21-59;;;;;25.09;;;932429;;;;1;;;7-20;;;26.09;;;;951979;;1;;;;;;;7-20;;;;
25.09;;;;92924;;;2;;;14-40;;;;;25.09;;;902825;;;;4;;;28-79;;;;;;;;;;;;;;;;;;;;
25.09;;;;92244;;;1;;;7-20;;;;;25.09;;;999176;;;;2;;;14-40;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22444;;;;;;;;;;259,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;3467;;;7;;;50-39;;;;;14.09;;;3467;;;;3;;;21-59;;;20.09;;;;3467;;1;;;;;;;7-20;;;;
05.09;;;;3467;;;4;;;28-79;;;;;18.09;;;3467;;;;1;;;7-20;;;21.09;;;;3467;;2;;;;;;;14-40;;;;
11.09;;;;3467;;;2;;;14-40;;;;;18.09;;;3467;;;;2;;;14-40;;;25.09;;;;3467;;7;;;;;;;50-39;;;;
14.09;;;;3467;;;13;;;93-57;;;;;18.09;;;3467;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22451;;;;;;;;;;309,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.09;;;;92277;;;2;;;14-40;;;;;12.09;;;92277;;;;3;;;21-59;;;17.09;;;;92277;;1;;;;;;;7-20;;;;
11.09;;;;92277;;;1;;;7-20;;;;;17.09;;;92277;;;;2;;;14-40;;;19.09;;;;92277;;4;;;;;;;28-79;;;;
11.09;;;;92277;;;1;;;7-20;;;;;17.09;;;92277;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22456;;;;;;;;;;107,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;951975;;;1;;;7-20;;;;;13.09;;;92241;;;;1;;;7-20;;;19.09;;;;951975;;1;;;;;;;7-20;;;;
05.09;;;;951975;;;1;;;7-20;;;;;13.09;;;3467;;;;4;;;28-79;;;19.09;;;;9584556;;1;;;;;;;7-20;;;;
06.09;;;;951975;;;1;;;7-20;;;;;13.09;;;3467;;;;2;;;14-40;;;21.09;;;;3467;;3;;;;;;;21-59;;;;
06.09;;;;951975;;;1;;;7-20;;;;;14.09;;;3467;;;;2;;;14-40;;;21.09;;;;951975;;1;;;;;;;7-20;;;;
07.09;;;;951975;;;3;;;21-59;;;;;17.09;;;3467;;;;1;;;7-20;;;21.09;;;;908889;;1;;;;;;;7-20;;;;
07.09;;;;951975;;;2;;;14-40;;;;;17.09;;;3467;;;;3;;;21-59;;;21.09;;;;951975;;1;;;;;;;7-20;;;;
11.09;;;;951975;;;3;;;21-59;;;;;18.09;;;904478;;;;1;;;7-20;;;21.09;;;;908889;;2;;;;;;;14-40;;;;
11.09;;;;951975;;;1;;;7-20;;;;;19.09;;;951975;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22465;;;;;;;;;;273,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;92244;;;3;;;21-59;;;;;13.09;;;92243;;;;2;;;14-40;;;26.09;;;;92244;;2;;;;;;;14-40;;;;
03.09;;;;92265;;;2;;;14-40;;;;;13.09;;;92243;;;;2;;;14-40;;;26.09;;;;932421;;2;;;;;;;14-40;;;;
03.09;;;;932419;;;1;;;7-20;;;;;14.09;;;92244;;;;3;;;21-59;;;27.09;;;;92265;;1;;;;;;;7-20;;;;
03.09;;;;92243;;;2;;;14-40;;;;;17.09;;;92243;;;;1;;;7-20;;;27.09;;;;92265;;2;;;;;;;14-40;;;;
04.09;;;;92244;;;2;;;14-40;;;;;17.09;;;92243;;;;2;;;14-40;;;27.09;;;;92244;;1;;;;;;;7-20;;;;
04.09;;;;92244;;;1;;;7-20;;;;;17.09;;;92244;;;;1;;;7-20;;;27.09;;;;92244;;1;;;;;;;7-20;;;;
06.09;;;;92243;;;4;;;28-79;;;;;18.09;;;92244;;;;2;;;14-40;;;27.09;;;;92243;;2;;;;;;;14-40;;;;
10.09;;;;92244;;;10;;;71-98;;;;;19.09;;;92244;;;;1;;;7-20;;;27.09;;;;92244;;1;;;;;;;7-20;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;"Приложение к счету № 9-978 за услуги ПАО ""Ростелеком"" за сентябрь 2018 
по л/счету 586001404499";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Стр. 50 из 193;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период;;;;;;Наименование услуги;;;;;;;;;;;;;;;;;;;;;;;;;Количество;;;;;;;;;;;Сумма;;;
Дата;;;;Код;;;Минут;;;Сумма (руб.);;;;;Дата;;;Код;;;;Минут;;;Сумма (руб.);;;Дата;;;;Код;;Минут;;;;;;;Сумма (руб.);;;;
10.09;;;;92244;;;1;;;7-20;;;;;20.09;;;92244;;;;1;;;7-20;;;28.09;;;;92244;;3;;;;;;;21-59;;;;
11.09;;;;92243;;;4;;;28-79;;;;;21.09;;;93243;;;;1;;;7-20;;;28.09;;;;92244;;1;;;;;;;7-20;;;;
12.09;;;;92242;;;2;;;14-40;;;;;21.09;;;92244;;;;1;;;7-20;;;28.09;;;;92277;;1;;;;;;;7-20;;;;
12.09;;;;932421;;;6;;;43-19;;;;;21.09;;;92243;;;;2;;;14-40;;;;;;;;;;;;;;;;;;;;
13.09;;;;92243;;;1;;;7-20;;;;;25.09;;;92244;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22470;;;;;;;;;;547,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09;;;;92244;;;1;;;7-20;;;;;24.09;;;92277;;;;2;;;14-40;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22482;;;;;;;;;;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.09;;;;92276;;;2;;;14-40;;;;;17.09;;;92240;;;;4;;;28-79;;;24.09;;;;90888;;2;;;;;;;14-40;;;;
12.09;;;;92924;;;1;;;7-20;;;;;18.09;;;92265;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
12.09;;;;92265;;;3;;;21-59;;;;;20.09;;;92265;;;;3;;;21-59;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22486;;;;;;;;;;115,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;904885;;;2;;;14-40;;;;;13.09;;;900387;;;;1;;;7-20;;;17.09;;;;932411;;1;;;;;;;7-20;;;;
03.09;;;;932411;;;1;;;7-20;;;;;13.09;;;92276;;;;1;;;7-20;;;17.09;;;;92276;;1;;;;;;;7-20;;;;
03.09;;;;92276;;;1;;;7-20;;;;;13.09;;;92265;;;;1;;;7-20;;;17.09;;;;92276;;1;;;;;;;7-20;;;;
05.09;;;;929204;;;1;;;7-20;;;;;14.09;;;92276;;;;3;;;21-59;;;17.09;;;;92276;;1;;;;;;;7-20;;;;
06.09;;;;92240;;;1;;;7-20;;;;;14.09;;;92240;;;;1;;;7-20;;;18.09;;;;92265;;3;;;;;;;21-59;;;;
07.09;;;;92276;;;1;;;7-20;;;;;14.09;;;92265;;;;2;;;14-40;;;19.09;;;;92276;;1;;;;;;;7-20;;;;
07.09;;;;92244;;;3;;;21-59;;;;;14.09;;;92276;;;;1;;;7-20;;;19.09;;;;92243;;2;;;;;;;14-40;;;;
11.09;;;;92244;;;1;;;7-20;;;;;17.09;;;92265;;;;2;;;14-40;;;21.09;;;;932411;;1;;;;;;;7-20;;;;
12.09;;;;92276;;;1;;;7-20;;;;;17.09;;;92276;;;;1;;;7-20;;;21.09;;;;932411;;1;;;;;;;7-20;;;;
Итого т.(34675) 22490;;;;;;;;;;266,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.09;;;;3467;;;2;;;14-40;;;;;07.09;;;3467;;;;5;;;35-99;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22494;;;;;;;;;;50,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.09;;;;92278;;;1;;;7-20;;;;;25.09;;;92243;;;;1;;;7-20;;;27.09;;;;92265;;12;;;;;;;86-38;;;;
19.09;;;;92278;;;12;;;86-38;;;;;27.09;;;92265;;;;10;;;71-98;;;27.09;;;;92243;;1;;;;;;;7-20;;;;
19.09;;;;92277;;;1;;;7-20;;;;;27.09;;;932419;;;;2;;;14-40;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22499;;;;;;;;;;287,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.09;;;;95052;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22504;;;;;;;;;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.09;;;;92244;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22511;;;;;;;;;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.09;;;;950507;;;1;;;7-20;;;;;20.09;;;93243;;;;2;;;14-40;;;21.09;;;;34674;;1;;;;;;;7-20;;;;
Итого т.(34675) 22517;;;;;;;;;;28,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.09;;;;92278;;;3;;;21-59;;;;;21.09;;;92278;;;;4;;;28-79;;;;;;;;;;;;;;;;;;;;
15.09;;;;922248;;;1;;;7-20;;;;;21.09;;;92278;;;;3;;;21-59;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22518;;;;;;;;;;79,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09;;;;91241;;;3;;;21-59;;;;;05.09;;;92277;;;;2;;;14-40;;;12.09;;;;932421;;3;;;;;;;21-59;;;;
05.09;;;;91241;;;7;;;50-39;;;;;05.09;;;92265;;;;2;;;14-40;;;13.09;;;;92242;;1;;;;;;;7-20;;;;
05.09;;;;92244;;;1;;;7-20;;;;;10.09;;;92243;;;;1;;;7-20;;;14.09;;;;92265;;1;;;;;;;7-20;;;;
05.09;;;;932408;;;1;;;7-20;;;;;10.09;;;92242;;;;2;;;14-40;;;17.09;;;;92277;;2;;;;;;;14-40;;;;
05.09;;;;92240;;;1;;;7-20;;;;;11.09;;;92277;;;;2;;;14-40;;;17.09;;;;908883;;3;;;;;;;21-59;;;;
05.09;;;;95053;;;1;;;7-20;;;;;12.09;;;92265;;;;1;;;7-20;;;;;;;;;;;;;;;;;;;;
Итого т.(34675) 22528;;;;;;;;;;244,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
т.(34675) 22530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09;;;;904885;;;2;;;14-40;;;;;07.09;;;904478;;;;1;;;7-20;;;11.09;;;;3467;;2;;;;;;;14-40;;;;
03.09;;;;904885;;;1;;;7-20;;;;;09.09;;;951978;;;;1;;;7-20;;;18.09;;;;904464;;3;;;;;;;21-59;;;;
05.09;;;;3467;;;7;;;50-39;;;;;09.09;;;951978;;;;5;;;35-99;;;18.09;;;;904464;;2;;;;;;;14-40;;;;
05.09;;;;3467;;;3;;;21-59;;;;;09.09;;;92265;;;;6;;;43-19;;;18.09;;;;932420;;1;;;;;;;7-20;;;;
05.09;;;;904885;;;1;;;7-20;;;;;09.09;;;92265;;;;2;;;14-40;;;19.09;;;;3467;;2;;;;;;;14-40;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;"Приложение к счету № 9-978 за услуги ПАО ""Ростелеком"" за сентябрь 2018 
по л/счету 586001404499";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Стр. 51 из 193;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период;;;;;;Наименование услуги;;;;;;;;;;;;;;;;;;;;;;;;;Количество;;;;;;;;;;;Сумма;;;
Дата;;;;Код;;;Минут;;;Сумма (руб.);;;;;Дата;;;Код;;;;Минут;;;Сумма (руб.);;;Дата;;;;Код;;Минут;;;;;;;Сумма (руб.);;;;
07.09;;;;3467;;;1;;;7-20;;;;;10.09;;;34670;;;;2;;;14-40;;;25.09;;;;932411;;1;;;;;;;7-20;;;;
